date,tip_import,iso,pais,pais_lat,pais_lng,distr_code,distr_name,cty_ref,cty_lat,cty_lng,titulo,chap,fob,flete,insurance,cif,salvaguardia,salvaguardia_espec,fodinfa,ice_advalorem,ice_espec,iva,advalorem,advalorem_espec,duties
2017-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Caucho y sus manufacturas,40,1475.46,74.1,2.57,1552.13,543.24,0.0,7.76,0.0,0.0,327.04,232.82,0.0,1110.86
2017-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Manufacturas de fundición, hierro o acero",73,16.843,0.194,0.051,17.088,0.0,0.0,0.09,0.0,0.0,2.4,0.0,0.0,2.4899999999999998
2017-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Productos cerámicos,69,28934.76,1394.0,75.84,30404.6,10641.57,0.0,152.0,0.0,0.0,7044.77,9121.4,0.0,26959.739999999998
2017-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",87,4278.22,214.84,7.4799999999999995,4500.54,0.0,0.0,22.51,0.0,0.0,727.0699999999999,670.35,0.0,1419.93
2017-01,IMP.GRAL.,AL,Albania,41.153332,20.168331,055,Quito,Quito,-0.2186,-78.5097," Prendas y complementos (accesorios), de vestir, de punto",61,38.431,0.0,0.04,38.471,6.19,0.0,0.2,0.0,0.0,7.91,4.13,4.74,23.17
2017-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Azúcares y artículos de confitería,17,5904.0,3663.2,95.67,9662.869999999999,0.0,0.0,48.31,0.0,0.0,1765.46,2899.19,0.0,4712.960000000001
2017-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Caucho y sus manufacturas,40,9314.0,200.0,33.95,9547.95,0.0,0.0,47.74,0.0,0.0,1343.4,0.0,0.0,1391.14
2017-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",90,11060.982,445.68600000000004,84.933,11591.600999999999,1189.7,0.0,59.81,0.0,0.0,1860.6100000000001,78.9,0.0,3189.02
2017-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos",85,11330.025,491.35099999999994,53.519,11874.895,334.28999999999996,0.0,60.29,0.0,0.0,1992.62,1780.97,0.0,4168.17
2017-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Productos farmacéuticos,30,33022.4,2922.781,173.886,36119.066999999995,0.0,0.0,180.59,0.0,0.0,0.0,1551.25,0.0,1731.84
